Rnom,Xnom,Ynom,Znom,R,X,Y,Z,Nx,Ny,Nz,I,J,K,LateralDensity,DirectionDensity,ExposureTime,oriX,oriY,oriZ,Inc,ang,ViewAng,Acmos,AcmosJ,oriYcmos,Rs,PointDev
8.0013,1.1764593195396045,-2.582994841290156,7.4809680395879825,7.9864780770124195,1.17428,-2.57821,7.46711,0.1427028440602205,-0.3033050113920587,0.9421475300405916,8.14835e-05,0.00122949,0.999999,100,10,0.8,0.142621,-0.304535,-0.057851,0.9417855321773604,5.940291188585478,0.7064605931339839,[8.1483500e-05 5.0106436e-01 9.9999900e-01],0.5010643604284422,-0.804369371820501,82.51903196041202,-0.014821922987581
8.0013,1.271199775819065,-5.280646784858256,5.8753401904505695,7.978516081365005,1.26758,-5.26561,5.85861,0.1518106432757592,-0.6556233127987404,0.7396699265909121,8.14835e-05,0.00122949,0.999999,100,10,0.8,0.151729,-0.656853,-0.260329,0.7388756526399969,0.7393958457268558,0.3676071426720449,[8.1483500e-05 5.0106436e-01 9.9999900e-01],0.5010643604284422,-1.156687673227183,84.12465980954943,-0.0227839186349951
8.0013,1.296561572880971,-2.886901885215647,7.348845302689857,7.970557874113957,1.29158,-2.87581,7.32061,0.1628121679995324,-0.3524127893379541,0.921573341553636,8.14835e-05,0.00122949,0.999999,100,10,0.8,0.162731,-0.353642,-0.078426,0.9211526203512044,5.883420418697286,0.6660687263566958,[8.1483500e-05 5.0106436e-01 9.9999900e-01],0.5010643604284422,-0.8534771497663962,82.65115469731015,-0.0307421258860438
8.0013,-1.5438344697261064,-4.077209048249404,6.709228211721428,7.964427519345003,-1.53672,-4.05842,6.67831,-0.1915437972509355,-0.5012531979091932,0.8438342285783978,8.14835e-05,0.00122949,0.999999,100,10,0.8,-0.191625,-0.502483,-0.156165,0.8432016943818305,0.5675850942072831,0.5298637735797782,[8.1483500e-05 5.0106436e-01 9.9999900e-01],0.5010643604284422,-1.0023175583376354,83.29077178827858,-0.0368724806549973
8.0013,0.2908076231720461,-4.978598358659036,6.256979383014026,7.981390184626736,0.290084,-4.96621,6.24141,0.0486455728750589,-0.6252073604701358,0.7789411817676756,8.14835e-05,0.00122949,0.999999,100,10,0.8,0.048564,-0.626437,-0.221058,0.7781758678694485,0.6790400727481589,0.4163355257487797,[8.1483500e-05 5.0106436e-01 9.9999900e-01],0.5010643604284422,-1.126271720898578,83.74302061698597,-0.0199098153732641
8.0013,-2.717510374078694,7.0069837679477525,2.7455632450357808,7.9833678108239505,-2.71142,6.99128,2.73941,-0.3365328133387282,0.8696819336957883,0.3611080167338782,8.14835e-05,0.00122949,0.999999,100,10,0.8,-0.336614,0.868452,-0.638891,0.362149586221259,1.2002233997795857,0.7124184963702825,[8.1483500e-05 5.0106436e-01 9.9999900e-01],0.5010643604284422,0.3686175732673461,87.25443675496422,-0.0179321891760499
8.0013,-1.572720219424086,6.699110072372285,4.0828025962143775,7.991123774451251,-1.57072,6.69059,4.07761,-0.1893792470901517,0.8381641829109487,0.5114844115481809,8.14835e-05,0.00122949,0.999999,100,10,0.8,-0.189461,0.836935,-0.488515,0.5124991067000918,1.032703911340329,0.8327534720460092,[8.1483500e-05 5.0106436e-01 9.9999900e-01],0.5010643604284422,0.3370998224825066,85.91719740378562,-0.0101762255487498
8.0013,1.9111480022017096,7.29974906935509,2.66119870136184,7.975476758702265,1.90498,7.27619,2.65261,0.2440831011227138,0.8931548437376384,0.3777537092528856,8.14835e-05,0.00122949,0.999999,100,10,0.8,0.244002,0.891925,-0.622245,0.3788714364471804,5.100965718016816,0.7378580882258289,[8.1483500e-05 5.0106436e-01 9.9999900e-01],0.5010643604284422,0.3920904833091962,87.33880129863816,-0.0258232412977355
8.0013,3.250616796890817,-3.190710528069288,6.5782716921573785,7.98176380212419,3.24268,-3.18292,6.56221,0.4052840923147163,-0.3966085230787264,0.8236786290404456,8.14835e-05,0.00122949,0.999999,100,10,0.8,0.405203,-0.397838,-0.17632,0.8232234013941645,0.6037306458490798,0.5587654229002169,[8.1483500e-05 5.0106436e-01 9.9999900e-01],0.5010643604284422,-0.8976728835071686,83.42172830784263,-0.0195361978758104
8.0013,-0.8267432592925934,0.1189286840872125,7.957584636139006,8.011682086730913,-0.827816,0.119083,7.96791,-0.1284907351825675,0.0196915833172486,0.9915151902611998,8.14835e-05,0.00122949,0.999999,100,10,0.8,-0.128572,0.018462,-0.008484,0.9915281782923838,0.1302601664970171,0.895272217299419,[8.1483500e-05 5.0106436e-01 9.9999900e-01],0.5010643604284422,-0.4813727771111935,82.042415363861,0.0103820867309121
8.0013,1.2947612348644355,-2.286211862312282,7.557620680830372,7.968045316926855,1.28938,-2.27671,7.52621,0.1400548762307997,-0.2869038363520386,0.947665985635476,8.14835e-05,0.00122949,0.999999,100,10,0.8,0.139973,-0.288133,-0.052333,0.9473239329027646,0.3260220771471111,0.7187414710358234,[8.1483500e-05 5.0106436e-01 9.9999900e-01],0.5010643604284422,-0.7879681967804808,82.44237931916963,-0.033254683073145
8.0013,3.6306605140709056,3.704989804742002,6.091974759330853,7.95616475901549,3.61018,3.68409,6.05761,0.4514496515416102,0.459622569692629,0.7648139025619913,8.14835e-05,0.00122949,0.999999,100,10,0.8,0.451368,0.458393,-0.235185,0.7654152091545303,0.6991104035768161,0.8897111853111279,[8.1483500e-05 5.0106436e-01 9.9999900e-01],0.5010643604284422,-0.0414417907358131,83.90802524066915,-0.0451352409845107
