Rnom,Xnom,Ynom,Znom,R,X,Y,Z,Nx,Ny,Nz,I,J,K,LateralDensity,DirectionDensity,ExposureTime,oriX,oriY,oriZ,Inc,ang,ViewAng,Rs,PointDev
8.0013,3.6306605140709056,3.704989804742002,6.091974759330853,7.95616475901549,3.61018,3.68409,6.05761,0.4514496515416102,0.459622569692629,0.7648139025619913,8.14835e-05,0.00122949,-0.999999,100,10,0.8,0.451368,0.458393,1.764813,2.440614123415201,3.842571542595944,-0.4778465122406944,83.90802524066915,-0.0451352409845107
8.0013,-6.170108307011893,0.1332554233036536,5.0924265494853245,7.94879539638938,-6.12962,0.132381,5.05901,-0.7648766436667728,0.0183100782283039,0.6439165015810092,8.14835e-05,0.00122949,-0.999999,100,10,0.8,-0.764958,0.017081,1.643916,2.270454002630608,2.270454155930516,-0.5675442678621128,84.90757345051468,-0.0525046036106209
8.0013,5.285368861434548,-1.6981958785641382,5.762101044463369,7.969374450162322,5.26428,-1.69142,5.73911,0.6507508786597158,-0.2069324624505185,0.7305492795888398,8.14835e-05,0.00122949,-0.999999,100,10,0.8,0.650669,-0.208162,1.730548,2.39021647696032,2.3902163031059662,-0.7457978730469358,84.23789895553664,-0.0319255498376787
8.0013,-3.4248530798418435,-0.1726964589433005,7.229201823477216,7.91431435863278,-3.38762,-0.170819,7.15061,-0.4389244487366179,-0.0054392387026111,0.8985075085849824,8.14835e-05,0.00122949,-0.999999,100,10,0.8,-0.439006,-0.006669,1.898507,2.687249011166013,3.595935675138201,-0.8057757081515998,82.77079817652279,-0.08698564136722
8.0013,2.504626184640576,1.9078937492107395,7.355786212699183,7.952594409555915,2.48938,1.89628,7.31101,0.329717782990153,0.2526659337851077,0.9096406485445544,8.14835e-05,0.00122949,-0.999999,100,10,0.8,0.329636,0.251436,1.90964,2.71240102987703,2.712400982725377,-0.7000485720950393,82.64421378730081,-0.0487055904440856
8.0013,1.963579120770392,6.403347912166796,4.377475784310374,7.975224511378974,1.95718,6.38248,4.36321,0.2455526420129645,0.8035347422166864,0.5422506966811719,8.14835e-05,0.00122949,-0.999999,100,10,0.8,0.245471,0.802305,1.54225,2.1427101847980614,2.14271024932933,-0.1248156804599769,85.62252421568962,-0.0260754886210268
8.0013,-0.8364008830375576,4.005159606625147,6.876040414243674,7.994748172091225,-0.835716,4.00188,6.87041,-0.1438730502889777,0.4976048602277649,0.8553887703718419,8.14835e-05,0.00122949,-0.999999,100,10,0.8,-0.143955,0.496375,1.855388,2.595938617840776,2.595938633807453,-0.5418528654680969,83.12395958575632,-0.0065518279087752
8.0013,2.373250361852126,0.4130863853602767,7.63006186398241,7.98184550121236,2.36748,0.412082,7.61151,0.2613588257476847,0.0508921231005614,0.9638991420320432,8.14835e-05,0.00122949,-0.999999,100,10,0.8,0.261277,0.049663,1.963898,2.871756335199112,2.871756155884916,-0.8389527788638758,82.3699381360176,-0.0194544987876401
8.0013,0.6382461967089208,-3.483448285961776,7.174888955336979,7.970432954291505,0.635784,-3.47001,7.14721,0.088186396091368,-0.4256948240794602,0.9005593130362785,8.14835e-05,0.00122949,-0.999999,100,10,0.8,0.088105,-0.426924,1.900558,2.6930379857532296,3.590147539967379,-0.9958357369731476,82.82511104466302,-0.0308670457084954
8.0013,4.5102874214792665,4.610268120775381,4.735349714668194,7.946824693102271,4.47958,4.57888,4.70311,0.569874214843049,0.5707873941028673,0.5911388415510154,8.14835e-05,0.00122949,-0.999999,100,10,0.8,0.569793,0.569558,1.591138,2.20233850574037,2.202338888265712,-0.2727653137519151,85.26465028533181,-0.0544753068977295
8.0013,-0.0217999882949471,4.272465082017152,6.765084520791631,8.044026856686205,-0.0219164,4.29528,6.80121,0.0458976269333348,0.5361457796685818,0.8428766877696031,8.14835e-05,0.00122949,-0.999999,100,10,0.8,0.045816,0.534916,1.842876,2.5721713586609014,2.5721713148333403,-0.5133872919167143,83.23491547920837,0.0427268566862046
8.0013,7.011626476291095,-0.8076931668161829,3.769022100658496,7.975799374524223,6.98928,-0.805119,3.75701,0.8776947971376869,-0.0944118111943606,0.4698278971968725,8.14835e-05,0.00122949,-0.999999,100,10,0.8,0.877613,-0.095641,1.469827,2.059942209988145,2.0599421967190885,-0.4622779724808918,86.23097789934151,-0.025500625475777
8.0013,-1.8235922076372413,-4.972276757463505,5.997647621979217,7.981238713921543,-1.81902,-4.95981,5.98261,-0.2201462404304399,-0.6084367313180713,0.7624568032402386,8.14835e-05,0.00122949,-0.999999,100,10,0.8,-0.220228,-0.609666,1.762456,2.4390817814452586,2.4390817786592547,-0.954252012536318,84.00235237802079,-0.0200612860784579
8.0013,0.6750812240526792,0.1150193820927613,7.971940640313032,7.943256378852504,0.670184,0.114185,7.91411,0.0894362378181537,-0.0044814173203573,0.995982467849578,8.14835e-05,0.00122949,-0.999999,100,10,0.8,0.089355,-0.005711,1.995981,3.0518958047741176,3.2312892925241203,-0.8924552392754556,82.02805935968696,-0.0580436211474966
8.0013,1.4918506943279903,-2.890023678174904,7.310468270598095,7.963913807977834,1.48488,-2.87652,7.27631,0.1848330380027694,-0.358985231301004,0.9148586512518924,8.14835e-05,0.00122949,-0.999999,100,10,0.8,0.184752,-0.360215,1.914858,2.727009389515291,2.7270097342666646,-0.9787287292606252,82.6895317294019,-0.0373861920221667
8.0013,-0.7962059000483974,3.699797746209146,7.04970598620069,8.000396568793075,-0.796116,3.69938,7.04891,-0.1351369192741669,0.4464251397233176,0.8845578599911391,8.14835e-05,0.00122949,-0.999999,100,10,0.8,-0.135218,0.445196,1.884557,2.6551882336417774,2.6551883966595056,-0.5908579767858521,82.95029401379931,-0.0009034312069253
8.0013,0.1719019403456595,-4.06887859684923,6.887341894882789,7.99115580916528,0.171684,-4.06372,6.87861,0.0243737344197571,-0.4941551447103354,0.8690319982755195,8.14835e-05,0.00122949,-0.999999,100,10,0.8,0.024292,-0.495385,1.869031,2.6252627144406646,2.625262829450635,-0.9983220307588077,83.1126581051172,-0.0101441908347208
8.0013,0.9911654311290616,-3.495133268972089,7.128985636839173,7.946556096319713,0.984384,-3.47122,7.08021,0.124290508391454,-0.4241031503691977,0.8970442505087001,8.14835e-05,0.00122949,-0.999999,100,10,0.8,0.124209,-0.425333,1.897043,2.684988420440609,2.684988314655113,-0.9919774488902536,82.87101436316082,-0.0547439036802872
