X,Y,Z,Nx,Ny,Nz,I,J,K,IncAngle,LateralDensity,DirectionDensity,ExposureTime,Rnom,PointDev
-4.78922,-3.93962,4.98761,-0.5958343014977348,-0.4935203738585396,0.6335764561165712,8.14835e-05,0.00122949,0.999999,0.8854765169996738,75,2,0.6,8.0,-0.0417660586723132
-5.39642,-1.84591,5.51001,-0.6760834250650718,-0.2325431540400792,0.6991672788835112,8.14835e-05,0.00122949,0.999999,0.79704178841536,75,2,0.6,8.0,-0.06974510216727037
-5.35602,-1.84601,5.52531,-0.671850029226707,-0.2346369350523344,0.7025404237033763,8.14835e-05,0.00122949,0.999999,0.7923182324260127,75,2,0.6,8.0,-0.08648284537147077
-5.19392,-1.84622,5.74051,-0.649377122106615,-0.22686827205820215,0.7258375440949965,8.14835e-05,0.00122949,0.999999,0.759028221827759,75,2,0.6,8.0,-0.04143302378499758
-4.70522,-1.84732,6.14311,-0.5944002347434963,-0.23981008198643422,0.7675802795242567,8.14835e-05,0.00122949,0.999999,0.6962752611080398,75,2,0.6,8.0,-0.044531006728767863
-5.67182,0.363681,5.57891,-0.7130455321132023,0.04764403496394119,0.6994970443581265,8.14835e-05,0.00122949,0.999999,0.7961029424873564,75,2,0.6,8.0,-0.035953116018151654
-5.91862,0.364185,5.33041,-0.7433681395368349,0.04348349484264882,0.6674675983130672,8.14835e-05,0.00122949,0.999999,0.8400038192044811,75,2,0.6,8.0,-0.02654628239901413
-6.68512,0.365383,4.29091,-0.8370924797398375,0.037374355490892866,0.545783233449554,8.14835e-05,0.00122949,0.999999,0.9934998253109354,75,2,0.6,8.0,-0.047878095804302134
-6.72732,0.365482,4.24361,-0.8423343992772814,0.03080467226739844,0.5380741881568747,8.14835e-05,0.00122949,0.999999,1.002682620235712,75,2,0.6,8.0,-0.03767387588124471
-5.49082,-2.44471,5.21641,-0.6867894496941295,-0.29810680843011733,0.6629121982257109,8.14835e-05,0.00122949,0.999999,0.8466593632005388,75,2,0.6,8.0,-0.04156770810984334
-5.32502,-2.44502,5.40161,-0.6692764420885439,-0.30077439501363595,0.6794143120140179,8.14835e-05,0.00122949,0.999999,0.824411046991368,75,2,0.6,8.0,-0.030599056836204674
-5.28282,-2.44512,5.44511,-0.6599796230187027,-0.302729346888664,0.6875913319206794,8.14835e-05,0.00122949,0.999999,0.8132170104749507,75,2,0.6,8.0,-0.029051381491660422
-5.52222,-2.02491,5.37341,-0.6893137398753924,-0.25262827583419356,0.6789886024581286,8.14835e-05,0.00122949,0.999999,0.8249123919954539,75,2,0.6,8.0,-0.033274872031796576
-5.97642,-3.22072,4.17341,-0.7393658527788373,-0.38110200787723286,0.5550670187793222,8.14835e-05,0.00122949,0.999999,0.9829888984797978,75,2,0.6,8.0,-0.030810307007367754
-5.89052,-3.22081,4.30201,-0.7352616767287439,-0.38545293109543655,0.5575090175449833,8.14835e-05,0.00122949,0.999999,0.9800575244163631,75,2,0.6,8.0,-0.026347576762578484
-5.80542,-3.22101,4.41611,-0.7278076598004765,-0.386210138289411,0.5666901617446944,8.14835e-05,0.00122949,0.999999,0.9689618450065332,75,2,0.6,8.0,-0.0263035969131602
-5.34532,-3.22181,4.93651,-0.6656313789307792,-0.3936394745422603,0.6340211601080856,8.14835e-05,0.00122949,0.999999,0.8847506404458324,75,2,0.6,8.0,-0.04251066236341039
-5.21812,-3.22202,5.09561,-0.6524804664410498,-0.3957317727700281,0.6462705354053833,8.14835e-05,0.00122949,0.999999,0.8688169566949386,75,2,0.6,8.0,-0.026579749762339233
-5.09792,-3.22222,5.21521,-0.637682433549636,-0.3978566574699335,0.6595992677748104,8.14835e-05,0.00122949,0.999999,0.8512312318169598,75,2,0.6,8.0,-0.026926226423086064
-5.05502,-3.22232,5.25971,-0.6316363651254074,-0.4028299814674314,0.6623922616411758,8.14835e-05,0.00122949,0.999999,0.8475190322268207,75,2,0.6,8.0,-0.024968798374517043
-4.68882,-3.22312,5.60041,-0.5854613478988283,-0.4051020592799042,0.7022302554601789,8.14835e-05,0.00122949,0.999999,0.7930380979911086,75,2,0.6,8.0,-0.01638379586668748
-5.93912,-2.02422,4.89261,-0.7414587809599242,-0.25573378183294976,0.6203540190623741,8.14835e-05,0.00122949,0.999999,0.9020807590400348,75,2,0.6,8.0,-0.04335211317605214
-6.06252,-3.28182,4.05891,-0.7398791081898257,-0.3778030104269694,0.5566361384033085,8.14835e-05,0.00122949,0.999999,0.9810972808574154,75,2,0.6,8.0,-4.7396959154788476e-05
-5.93532,-3.28202,4.18501,-0.7378993975067507,-0.38745701798469967,0.5526133715117454,8.14835e-05,0.00122949,0.999999,0.985943770517058,75,2,0.6,8.0,-0.030433670336885932
-5.55412,-3.28272,4.64261,-0.690788321857121,-0.4010239789713181,0.6016570972537715,8.14835e-05,0.00122949,0.999999,0.9259103764450423,75,2,0.6,8.0,-0.05152044823036661
-5.09712,-3.28351,5.18031,-0.6348004480542574,-0.4093284238502306,0.6553461929227942,8.14835e-05,0.00122949,0.999999,0.8568906551862104,75,2,0.6,8.0,-0.025184521846289165
-7.17422,0.305881,3.42261,-0.893573949700788,0.03799821664508739,0.4473049652618743,8.14835e-05,0.00122949,0.999999,1.1070761146119374,75,2,0.6,8.0,-0.045299816670587134
-6.90252,0.305683,3.97671,-0.8679056451739983,0.03349366486808979,0.4955985931061649,8.14835e-05,0.00122949,0.999999,1.0523068885319886,75,2,0.6,8.0,-0.02802114459722116
-6.51232,0.305187,4.56101,-0.8089567316474241,0.04359770436407953,0.5862493040477742,8.14835e-05,0.00122949,0.999999,0.9443907749606841,75,2,0.6,8.0,-0.04347669471967208
-6.21352,0.304683,4.96971,-0.7697363148565634,0.03155972900743954,0.6375813588053012,8.14835e-05,0.00122949,0.999999,0.8794733618172491,75,2,0.6,8.0,-0.03767119461969237
-6.17042,0.304584,5.03561,-0.7661196802117693,0.03293671062625798,0.6418534168214253,8.14835e-05,0.00122949,0.999999,0.8739127395750981,75,2,0.6,8.0,-0.029791567245182726
-5.79362,0.303981,5.45021,-0.732327838179011,0.03945400501502318,0.6798082957101442,8.14835e-05,0.00122949,0.999999,0.8233110450869097,75,2,0.6,8.0,-0.03989785261137513
-5.71392,0.303783,5.55191,-0.7188821040893604,0.034457651705611346,0.6942774594202152,8.14835e-05,0.00122949,0.999999,0.8034041067344779,75,2,0.6,8.0,-0.027241974975723338
-5.66902,0.303684,5.61001,-0.7124574265982048,0.03301959240269652,0.7009380299303382,8.14835e-05,0.00122949,0.999999,0.794109699498191,75,2,0.6,8.0,-0.018632702828669245
-5.30232,0.302982,5.92871,-0.6678828476100197,0.03540476473101078,0.7434238390734271,8.14835e-05,0.00122949,0.999999,0.7326383384418091,75,2,0.6,8.0,-0.040351908606512055
-4.68012,-2.86482,5.75391,-0.588718530650189,-0.3554113466163216,0.7260118913388783,8.14835e-05,0.00122949,0.999999,0.7589973483125104,75,2,0.6,8.0,-0.04901282010214736
-5.05642,0.302486,6.15671,-0.6344906892386697,0.03850979607765217,0.771970569954254,8.14835e-05,0.00122949,0.999999,0.6888687078942952,75,2,0.6,8.0,-0.02729913889301816
-5.01542,0.302387,6.19041,-0.632023579749789,0.04055967416154289,0.7738870120839163,8.14835e-05,0.00122949,0.999999,0.6858440039434834,75,2,0.6,8.0,-0.027105190567920268
-4.89472,0.302081,6.29091,-0.6110134939352503,0.043334860266502816,0.7904331724533836,8.14835e-05,0.00122949,0.999999,0.6592757654871617,75,2,0.6,8.0,-0.023466577700498092
-4.73422,0.301685,6.39631,-0.5863608788215382,0.03862563122859796,0.8091285314459166,8.14835e-05,0.00122949,0.999999,0.6281302846677004,75,2,0.6,8.0,-0.0365438116528205
-7.12282,0.245685,3.57211,-0.8874724454520144,0.02821367553016214,0.4599963555034977,8.14835e-05,0.00122949,0.999999,1.0928480009483945,75,2,0.6,8.0,-0.027867554805364847
-7.07972,0.245685,3.66131,-0.8835860458084663,0.037019060044194356,0.46680326567624086,8.14835e-05,0.00122949,0.999999,1.0851540966550277,75,2,0.6,8.0,-0.02579237079162855
-6.86132,0.24538,4.00301,-0.8639347573815938,0.028040666021534717,0.5028224895895922,8.14835e-05,0.00122949,0.999999,1.043977340331872,75,2,0.6,8.0,-0.052546788630964514
-6.72722,0.245281,4.24711,-0.8442618250337646,0.025221825979041587,0.5353371183515485,8.14835e-05,0.00122949,0.999999,1.0059347164974692,75,2,0.6,8.0,-0.040502839408698144
-6.46732,0.244884,4.62501,-0.8054265896296701,0.03031349244117256,0.5919198433010487,8.14835e-05,0.00122949,0.999999,0.9373933564220497,75,2,0.6,8.0,-0.04532127261219987
-6.42622,0.244785,4.69691,-0.7983004140597075,0.03419004362415543,0.601288191992058,8.14835e-05,0.00122949,0.999999,0.9257133745969339,75,2,0.6,8.0,-0.03650913652027832
-6.38222,0.244785,4.78311,-0.7917449867020935,0.029974227761966545,0.6101159084159139,8.14835e-05,0.00122949,0.999999,0.9146249487780641,75,2,0.6,8.0,-0.020601958999350245
-6.29502,0.244686,4.90621,-0.779800216135344,0.029195789372594403,0.625347286552186,8.14835e-05,0.00122949,0.999999,0.8952558660556812,75,2,0.6,8.0,-0.015136531969003109
-6.12962,0.244281,5.04931,-0.7655330303795138,0.02418327416985184,0.6429419481169232,8.14835e-05,0.00122949,0.999999,0.8725063934441384,75,2,0.6,8.0,-0.05472177784433985
-5.62922,0.243381,5.60661,-0.7091067387144278,0.0217697928579581,0.7047650028404574,8.14835e-05,0.00122949,0.999999,0.7887489486180582,75,2,0.6,8.0,-0.051325405348323194
-5.04632,-2.86392,5.49491,-0.6370349340930954,-0.35449243255165025,0.6844863826319844,8.14835e-05,0.00122949,0.999999,0.817566936917767,75,2,0.6,8.0,-0.008665992658047017
-5.96502,-2.86232,4.41081,-0.7481884440834798,-0.34180831770008685,0.5686660936709503,8.14835e-05,0.00122949,0.999999,0.9664984395122918,75,2,0.6,8.0,-0.048296771200524446
-6.13222,-2.86202,4.23141,-0.7656672547642953,-0.3280100650101322,0.5533200269588626,8.14835e-05,0.00122949,0.999999,0.985011019161723,75,2,0.6,8.0,-0.01876505815672669
-6.17552,-2.86202,4.16271,-0.7693998979636677,-0.3292549936232223,0.5473709402111785,8.14835e-05,0.00122949,0.999999,0.9921358128337039,75,2,0.6,8.0,-0.021506389367727863
-4.97652,0.242084,6.19401,-0.625710800591556,0.034523354715744255,0.7792907878335564,8.14835e-05,0.00122949,0.999999,0.6772776064467698,75,2,0.6,8.0,-0.05077891529264367
-4.93672,0.241985,6.22091,-0.6195727773485048,0.0351596979584917,0.7841513688109764,8.14835e-05,0.00122949,0.999999,0.6694815397594087,75,2,0.6,8.0,-0.0545936336317574
-4.85632,0.241786,6.27531,-0.6086464415070767,0.03301726960786609,0.792754293049501,8.14835e-05,0.00122949,0.999999,0.6554976349424891,75,2,0.6,8.0,-0.06137165447984927
-4.77612,0.24158,6.33341,-0.5930757138726951,0.03075615522884609,0.8045590447754175,8.14835e-05,0.00122949,0.999999,0.6358824686639614,75,2,0.6,8.0,-0.06389482309489569
-4.78852,-3.87962,5.04341,-0.5965722312891776,-0.48616661732948546,0.6385480350365648,8.14835e-05,0.00122949,0.999999,0.8790264404250101,75,2,0.6,8.0,-0.036498285119792584
-4.87022,-3.87941,4.96971,-0.6020024396177964,-0.48843132967142744,0.6316865511387929,8.14835e-05,0.00122949,0.999999,0.8879077234227328,75,2,0.6,8.0,-0.03338953628332586
-4.91012,-3.87932,4.93881,-0.6046042192751345,-0.48686012725899447,0.6304133203859678,8.14835e-05,0.00122949,0.999999,0.8895456981650289,75,2,0.6,8.0,-0.02815916535584595
-5.20032,-3.87882,4.60421,-0.6391917385812943,-0.4761105255798692,0.603947587760298,8.14835e-05,0.00122949,0.999999,0.923151677288158,75,2,0.6,8.0,-0.04466704537767274
-5.49452,-3.87822,4.29291,-0.6740988053036272,-0.45905379700675686,0.5786712470322862,8.14835e-05,0.00122949,0.999999,0.9544575556890567,75,2,0.6,8.0,-0.021314853504995845
-5.53482,-3.87812,4.27091,-0.6787267332641986,-0.45810488625746837,0.5739947166477593,8.14835e-05,0.00122949,0.999999,0.9601760721675341,75,2,0.6,8.0,-0.005331814584173422
-6.51042,0.18658,4.59091,-0.8093983650202181,0.019115475221336737,0.5869487927491291,8.14835e-05,0.00122949,0.999999,0.9435643105663096,75,2,0.6,8.0,-0.0315098481017122
-6.21152,0.186084,4.98691,-0.768888483773147,0.020990083658190738,0.6390382742129403,8.14835e-05,0.00122949,0.999999,0.8775975770909756,75,2,0.6,8.0,-0.0321345823642325
-6.12852,0.185985,5.08401,-0.7664194201243342,0.020614630904800528,0.6420095867266613,8.14835e-05,0.00122949,0.999999,0.8737288613062173,75,2,0.6,8.0,-0.035045167063092464
-5.96272,0.185581,5.24601,-0.7531243344192464,0.025296016305439404,0.65739170093989,8.14835e-05,0.00122949,0.999999,0.8534849937425195,75,2,0.6,8.0,-0.05587695047080743
-5.83512,0.185382,5.40541,-0.7368543497299458,0.024627771796908386,0.6756027976114207,8.14835e-05,0.00122949,0.999999,0.8290553810152783,75,2,0.6,8.0,-0.04377921570649246
-5.75362,0.185283,5.49581,-0.7247876958305124,0.019742708594901983,0.68868935045493,8.14835e-05,0.00122949,0.999999,0.811165176288494,75,2,0.6,8.0,-0.04120609322059554
-5.62872,0.184986,5.62521,-0.7055178034794041,0.020725328025492255,0.7083890807683534,8.14835e-05,0.00122949,0.999999,0.783629176882798,75,2,0.6,8.0,-0.040119586156082576
-5.58742,0.184886,5.66081,-0.7001362705317239,0.021656605299680682,0.7136807368374339,8.14835e-05,0.00122949,0.999999,0.7761016305926297,75,2,0.6,8.0,-0.043982469508002
-5.46372,0.18468,5.79651,-0.6840614308158233,0.02350942541338223,0.7290454483685783,8.14835e-05,0.00122949,0.999999,0.7539100222907842,75,2,0.6,8.0,-0.03219784878540022
-5.42272,0.184581,5.84091,-0.6794706788023042,0.023606091476314997,0.7333228137001793,8.14835e-05,0.00122949,0.999999,0.7476393858698711,75,2,0.6,8.0,-0.027786256499327422
-5.34052,0.184482,5.90741,-0.671492476544415,0.023967997803051692,0.7406236487080068,8.14835e-05,0.00122949,0.999999,0.7368366941614541,75,2,0.6,8.0,-0.03428092468583266
-5.13762,0.183986,6.08361,-0.6480921038112015,0.020566192866674136,0.7612842154468603,8.14835e-05,0.00122949,0.999999,0.7055483088154942,75,2,0.6,8.0,-0.03512079534811807
-5.01732,0.183681,6.15981,-0.6325919015586056,0.023481224918761374,0.7741292645022418,8.14835e-05,0.00122949,0.999999,0.6854946495369842,75,2,0.6,8.0,-0.053271243570660154
-6.51042,0.126583,4.56291,-0.8132394355066299,0.009491011622951736,0.5818518206856714,8.14835e-05,0.00122949,0.999999,0.9498602206494403,75,2,0.6,8.0,-0.048790060601532126
-6.42712,0.126483,4.67081,-0.8011443580391456,0.0145794110150504,0.5982935386217199,8.14835e-05,0.00122949,0.999999,0.9294862574931887,75,2,0.6,8.0,-0.05391067884402556
-6.38452,0.126384,4.72641,-0.7947578189148863,0.01684223109091187,0.6066929606691785,8.14835e-05,0.00122949,0.999999,0.9189584990062458,75,2,0.6,8.0,-0.0553779174868243
-6.29752,0.126285,4.85441,-0.7807971519796794,0.01635282003871509,0.6245705666593672,8.14835e-05,0.00122949,0.999999,0.8962711147463368,75,2,0.6,8.0,-0.04764170200279594
-6.21462,0.126186,4.93521,-0.7711456642112087,0.016716773011598865,0.636439246172274,8.14835e-05,0.00122949,0.999999,0.8809787473946242,75,2,0.6,8.0,-0.06314152859609035
-6.13092,0.12598,5.02301,-0.7668028895007404,0.018139911769274594,0.6416262714807728,8.14835e-05,0.00122949,0.999999,0.8742327001302135,75,2,0.6,8.0,-0.07316705948081736
-6.75452,-1.90512,3.65471,-0.8482228771955088,-0.23010594726037625,0.477042140316322,8.14835e-05,0.00122949,0.999999,1.0739110974637225,75,2,0.6,8.0,-0.08735645761165323
-6.49112,-1.90522,4.22531,-0.8107678712655817,-0.2412612614391258,0.5333371003898743,8.14835e-05,0.00122949,0.999999,1.0086848134624145,75,2,0.6,8.0,-0.02392661148983688
-5.95872,0.125781,5.30181,-0.7504501283476401,0.021916555916183893,0.6605635998446957,8.14835e-05,0.00122949,0.999999,0.8492733423332085,75,2,0.6,8.0,-0.02307363864621159
