X,Y,Z,Nx,Ny,Nz,I,J,K,IncAngle,LateralDensity,DirectionDensity,ExposureTime,Rnom,PointDev
-4.85532,3.40499,5.31611,-0.5966591935679005,0.43154702538706463,0.6765833072212755,8.14835e-05,0.00122949,0.999999,0.8270295623611551,75,2,0.6,8.0,-0.03576025382208847
-4.89622,3.40509,5.28281,-0.6043965844006838,0.4291761337335478,0.6712023651614399,8.14835e-05,0.00122949,0.999999,0.8343218005483231,75,2,0.6,8.0,-0.03283678511604737
-4.93702,3.40519,5.24711,-0.6144595273108759,0.42614150282487157,0.6639600205336577,8.14835e-05,0.00122949,0.999999,0.8440609326079233,75,2,0.6,8.0,-0.03120782247397269
-5.18262,3.40568,5.00641,-0.6492543044651837,0.4284682277336613,0.6283978245953799,8.14835e-05,0.00122949,0.999999,0.8906957307797921,75,2,0.6,8.0,-0.029909196571221486
-5.68582,3.40658,4.40551,-0.7140938338036783,0.4323180238797249,0.5506097735713508,8.14835e-05,0.00122949,0.999999,0.987135144207735,75,2,0.6,8.0,-0.04124037748971876
-5.90012,3.40689,4.09771,-0.7358827646301203,0.4333876847449556,0.5202419354797708,8.14835e-05,0.00122949,0.999999,1.0231087635179947,75,2,0.6,8.0,-0.04955707330717285
-5.98592,3.40699,3.94591,-0.7487308082893039,0.43112451311416916,0.5035214304381851,8.14835e-05,0.00122949,0.999999,1.0425840171155547,75,2,0.6,8.0,-0.062177576022501846
-6.02882,3.40699,3.89331,-0.7527310908900552,0.43309571592460666,0.49580641953812976,8.14835e-05,0.00122949,0.999999,1.0514909681164655,75,2,0.6,8.0,-0.05568667482204592
-6.28682,3.40738,3.54441,-0.7881282139331756,0.42919271205801535,0.4411887740171867,8.14835e-05,0.00122949,0.999999,1.1133572769247624,75,2,0.6,8.0,-0.018948288295583815
-5.06382,3.46498,5.06011,-0.6332177299230649,0.4354148821123702,0.6398821664542239,8.14835e-05,0.00122949,0.999999,0.8758223888509816,75,2,0.6,8.0,-0.04681996903754282
-5.68912,3.46608,4.34281,-0.7144221786669359,0.437661117514025,0.5459429428476601,8.14835e-05,0.00122949,0.999999,0.9927097651075414,75,2,0.6,8.0,-0.04765470839576835
-6.20292,3.46688,3.64141,-0.7748447820922404,0.4348880503447207,0.4587896547785226,8.14835e-05,0.00122949,0.999999,1.0936333897716726,75,2,0.6,8.0,-0.015305876309350097
-4.71322,4.11949,4.92481,-0.5845026786768737,0.5153574037285272,0.6267083572458175,8.14835e-05,0.00122949,0.999999,0.8927228051906904,75,2,0.6,8.0,-0.03517770665283493
-4.87782,4.11988,4.76171,-0.6132143481924898,0.5115754240683065,0.6018793472617187,8.14835e-05,0.00122949,0.999999,0.924219289521355,75,2,0.6,8.0,-0.035050452708441426
-5.00332,4.12008,4.60221,-0.6327502331614003,0.5102322954272915,0.5824861776361653,8.14835e-05,0.00122949,0.999999,0.9483043723800028,75,2,0.6,8.0,-0.05087381450640205
-5.25092,4.12059,4.35171,-0.6630488230323814,0.5093287691105647,0.5485895216203924,8.14835e-05,0.00122949,0.999999,0.9894359994624586,75,2,0.6,8.0,-0.03201388564211882
-5.29362,4.12059,4.31381,-0.6677882978851106,0.5081407762531196,0.5439225502923957,8.14835e-05,0.00122949,0.999999,0.995012413178782,75,2,0.6,8.0,-0.024372666140926036
-5.54762,4.12098,3.95271,-0.6936721347304998,0.5169040751860031,0.5016265010488721,8.14835e-05,0.00122949,0.999999,1.0446494139614144,75,2,0.6,8.0,-0.03868853963745433
-5.59272,4.12108,3.87271,-0.6991890348284033,0.5164048417120629,0.49442970484393944,8.14835e-05,0.00122949,0.999999,1.0529531260344056,75,2,0.6,8.0,-0.046403322464734664
-5.71652,4.12128,3.72441,-0.7163480884156388,0.514967747829061,0.47080105662490285,8.14835e-05,0.00122949,0.999999,1.0799465813408513,75,2,0.6,8.0,-0.029129307478386046
-4.70712,4.95649,4.08391,-0.5895877977585116,0.6268322459136005,0.5093795875544876,8.14835e-05,0.00122949,0.999999,1.0354931338881694,75,2,0.6,8.0,-0.037456894772876836
-4.95692,4.95698,3.77721,-0.6194743385063699,0.6265452306763122,0.4729615395028036,8.14835e-05,0.00122949,0.999999,1.0773305381035443,75,2,0.6,8.0,-0.03695899854207685
-5.25262,4.89828,3.42171,-0.6578245886400517,0.6128027208907975,0.43788084663454063,8.14835e-05,0.00122949,0.999999,1.116777951104138,75,2,0.6,8.0,-0.044419370850421025
-5.16672,4.89818,3.59101,-0.6406673276862445,0.6146463624813358,0.4601686911599143,8.14835e-05,0.00122949,0.999999,1.0918189870928456,75,2,0.6,8.0,-0.026135460712917613
-4.74522,4.89749,4.11781,-0.5930030590093948,0.618571603386001,0.515477005781996,8.14835e-05,0.00122949,0.999999,1.0284012160676166,75,2,0.6,8.0,-0.03389176921377679
-4.70402,4.89738,4.15521,-0.58950300999368,0.6185118917989327,0.5195471498446477,8.14835e-05,0.00122949,0.999999,1.0236419235035699,75,2,0.6,8.0,-0.03897587185543028
-5.93412,4.12149,3.37151,-0.7404719321095529,0.5131733651205678,0.4339981740615716,8.14835e-05,0.00122949,0.999999,1.1212372653357219,75,2,0.6,8.0,-0.027074584909250632
-4.70602,3.82299,5.14661,-0.5728843802997066,0.4836889953046209,0.6617011732117659,8.14835e-05,0.00122949,0.999999,0.8469804249798886,75,2,0.6,8.0,-0.04704638058287269
-4.78772,3.82309,5.05831,-0.593049006224947,0.4825587595725628,0.6445385324209814,8.14835e-05,0.00122949,0.999999,0.869664398688846,75,2,0.6,8.0,-0.0548895537821501
-4.90912,3.82338,4.97691,-0.6184367537454317,0.47570228006798626,0.6254944622895806,8.14835e-05,0.00122949,0.999999,0.8943466064864034,75,2,0.6,8.0,-0.03210649249753139
-4.94912,3.82348,4.94571,-0.6195571544929045,0.4773980410933921,0.6230891129500236,8.14835e-05,0.00122949,0.999999,0.8974248202769505,75,2,0.6,8.0,-0.02674247945671837
-4.99152,3.82358,4.90641,-0.6193875073971209,0.47941838078223764,0.6217050199640652,8.14835e-05,0.00122949,0.999999,0.8991909461970227,75,2,0.6,8.0,-0.02454421271736873
-5.11672,3.82379,4.74351,-0.6399411110504502,0.4853108023674435,0.5957757963302837,8.14835e-05,0.00122949,0.999999,0.9318874704639029,75,2,0.6,8.0,-0.043676688155515286
-5.70542,3.82479,3.99991,-0.7165896795808192,0.4754745023825712,0.5103167924949221,8.14835e-05,0.00122949,0.999999,1.0346316758128844,75,2,0.6,8.0,-0.05140792790320603
-6.09312,3.82528,3.43781,-0.7594057937646835,0.47710730076563035,0.4423476731630508,8.14835e-05,0.00122949,0.999999,1.111996848203027,75,2,0.6,8.0,-0.026455241932858087
-5.24652,4.83889,3.57411,-0.6506424007561178,0.6080168752428475,0.45495048715023817,8.14835e-05,0.00122949,0.999999,1.0977000233580956,75,2,0.6,8.0,-0.01782668475558591
-5.16112,4.83879,3.70381,-0.6457866846711887,0.6015102820222367,0.4702605007045817,8.14835e-05,0.00122949,0.999999,1.0804322727847295,75,2,0.6,8.0,-0.014434469957684826
-5.07692,4.83858,3.76731,-0.6421054351743608,0.6031773449726342,0.4731571627179583,8.14835e-05,0.00122949,0.999999,1.0771431219601177,75,2,0.6,8.0,-0.03886956903104011
-4.99412,4.83848,3.86241,-0.6314895581116035,0.6029521484389239,0.4875137379488885,8.14835e-05,0.00122949,0.999999,1.0607665483051214,75,2,0.6,8.0,-0.04573483639751963
-4.90982,4.83838,3.98401,-0.6194679431816695,0.6066559083494885,0.4982249253448978,8.14835e-05,0.00122949,0.999999,1.0484442391948519,75,2,0.6,8.0,-0.038304882947350904
-4.78552,4.83808,4.11721,-0.6034376028627421,0.6067390950319866,0.5174270286823386,8.14835e-05,0.00122949,0.999999,1.0261408535744538,75,2,0.6,8.0,-0.046407230634699204
-4.70132,4.83799,4.22871,-0.5868090169055314,0.6092113163442117,0.5334011152186662,8.14835e-05,0.00122949,0.999999,1.0073512315925561,75,2,0.6,8.0,-0.03818203884313842
-6.01982,4.06408,3.32091,-0.74354730583183,0.5094692568713871,0.43310331364830673,8.14835e-05,0.00122949,0.999999,1.1222359430775968,75,2,0.6,8.0,-0.013547576871192568
-5.89112,4.06388,3.46281,-0.738374448457351,0.5079199878250269,0.44364451966988966,8.14835e-05,0.00122949,0.999999,1.1105057054144654,75,2,0.6,8.0,-0.04943595680784352
-5.62772,4.06359,3.92161,-0.7102367128181081,0.4938055280273975,0.5017169642885434,8.14835e-05,0.00122949,0.999999,1.0445792025329723,75,2,0.6,8.0,-0.0273579612151158
-5.58922,4.06359,3.96311,-0.7069459333160606,0.4966105795509896,0.5035924737780683,8.14835e-05,0.00122949,0.999999,1.0424045925821404,75,2,0.6,8.0,-0.03392287455111287
-5.41932,4.06328,4.20401,-0.6741233961706127,0.5050985190315663,0.5389184843810032,8.14835e-05,0.00122949,0.999999,1.0009719785269793,75,2,0.6,8.0,-0.027988102059807396
-5.16752,4.06288,4.48491,-0.6517648754754787,0.5091332568356729,0.562126208142206,8.14835e-05,0.00122949,0.999999,0.9731496288204176,75,2,0.6,8.0,-0.04231977565697864
-4.95952,4.06248,4.74301,-0.6238577576764289,0.5022228811323297,0.598810216891863,8.14835e-05,0.00122949,0.999999,0.9280744824329392,75,2,0.6,8.0,-0.025244440053350026
-4.83512,4.06228,4.87871,-0.6023267111386491,0.5057272353624058,0.6176103111684553,8.14835e-05,0.00122949,0.999999,0.9043679082703215,75,2,0.6,8.0,-0.019879983552878677
-4.71042,4.06198,4.99481,-0.5833188205922476,0.5091098213206438,0.6328873070126557,8.14835e-05,0.00122949,0.999999,0.8847728999674104,75,2,0.6,8.0,-0.0227908995125361
-4.67082,4.06189,5.01821,-0.5767726374478654,0.5076289773388978,0.6400360505919163,8.14835e-05,0.00122949,0.999999,0.8755004091265741,75,2,0.6,8.0,-0.0314404407948361
-4.90822,4.77648,4.03681,-0.6194816468369513,0.5995707737665259,0.5067123212210141,8.14835e-05,0.00122949,0.999999,1.0386330754349764,75,2,0.6,8.0,-0.0500805202253769
-5.32952,4.71798,3.51081,-0.6690061330247262,0.5930461304135708,0.4480257595013843,8.14835e-05,0.00122949,0.999999,1.1054861183383513,75,2,0.6,8.0,-0.06344498117098674
-5.24352,4.71788,3.61591,-0.6559226134381579,0.59303008233358,0.46699127039794247,8.14835e-05,0.00122949,0.999999,1.0841472817545035,75,2,0.6,8.0,-0.07360745276263803
-4.82042,4.71728,4.24991,-0.6073973533971594,0.5876012767183642,0.5345962913124959,8.14835e-05,0.00122949,0.999999,1.0059703348682936,75,2,0.6,8.0,-0.028117249802278366
-4.77792,4.71718,4.31171,-0.5989891162348476,0.58646072016109,0.5452301003616105,8.14835e-05,0.00122949,0.999999,0.9933311106543616,75,2,0.6,8.0,-0.020579607333625738
-4.70962,5.01519,4.00771,-0.591082009458625,0.6317753881152623,0.50147972747277,8.14835e-05,0.00122949,0.999999,1.044646153930384,75,2,0.6,8.0,-0.037940547534200064
-6.21622,3.70598,3.37421,-0.7793864594050167,0.45785989720543774,0.4276927184640138,8.14835e-05,0.00122949,0.999999,1.1283053895398432,75,2,0.6,8.0,-0.014953226630415983
-6.08662,3.70578,3.54151,-0.7574726795097051,0.46763303586995614,0.45558147850789077,8.14835e-05,0.00122949,0.999999,1.0971947853145863,75,2,0.6,8.0,-0.04248521755064516
-6.04422,3.70578,3.61281,-0.7549773722811389,0.4662148169826392,0.46114304913910503,8.14835e-05,0.00122949,0.999999,1.0909370080138978,75,2,0.6,8.0,-0.04275192589171617
-4.98442,4.65848,4.09981,-0.6295642111022914,0.5828374144224147,0.5137601117725507,8.14835e-05,0.00122949,0.999999,1.0304593205978119,75,2,0.6,8.0,-0.04045725666982758
-4.85972,4.65828,4.27091,-0.6095916218312479,0.5817548408619598,0.5384787458450189,8.14835e-05,0.00122949,0.999999,1.0013760039628923,75,2,0.6,8.0,-0.027727848041061876
-5.56962,3.70508,4.32251,-0.698055026972072,0.4693420241133555,0.5407746700060923,8.14835e-05,0.00122949,0.999999,0.9988205164842547,75,2,0.6,8.0,-0.03555542106670195
-5.40372,3.70478,4.51031,-0.6824328468310933,0.4696222094735373,0.5601253341308559,8.14835e-05,0.00122949,0.999999,0.9756297490455735,75,2,0.6,8.0,-0.04585133512705841
-4.82472,3.70369,5.13461,-0.5992083806856978,0.4642646401454446,0.652232826854525,8.14835e-05,0.00122949,0.999999,0.8595818341663666,75,2,0.6,8.0,-0.04013426328056724
-4.74172,3.70359,5.20601,-0.5781837259935166,0.46466495548884684,0.6706638935687549,8.14835e-05,0.00122949,0.999999,0.8349866579064393,75,2,0.6,8.0,-0.04368002361644585
-5.79902,4.00468,3.70931,-0.7261864988483714,0.500314648471951,0.47152775253926726,8.14835e-05,0.00122949,0.999999,1.0791437651068254,75,2,0.6,8.0,-0.03601384111574468
-5.75562,4.00458,3.76651,-0.72078621054771,0.4983647266629679,0.4817674105856661,8.14835e-05,0.00122949,0.999999,1.0674939273285848,75,2,0.6,8.0,-0.04070228343605731
-5.45732,4.00418,4.17821,-0.682164810969331,0.49685729011316565,0.5364550344032372,8.14835e-05,0.00122949,0.999999,1.0039077588569296,75,2,0.6,8.0,-0.045552322197348616
-5.41752,4.00408,4.21901,-0.679326440860642,0.4982004823856971,0.5388059633098649,8.14835e-05,0.00122949,0.999999,1.0011161840154046,75,2,0.6,8.0,-0.05127526096795787
-5.33272,4.00399,4.34471,-0.67116320459104,0.5023116705922828,0.5451815646093289,8.14835e-05,0.00122949,0.999999,0.9935195305831764,75,2,0.6,8.0,-0.04095838039528754
-4.91562,4.00328,4.83451,-0.6190889590452182,0.4950491782727441,0.6096352777520254,8.14835e-05,0.00122949,0.999999,0.9144921148141296,75,2,0.6,8.0,-0.02741838029236554
-4.71062,4.00278,5.01801,-0.5820065074815782,0.5055327086318236,0.6369498455549444,8.14835e-05,0.00122949,0.999999,0.8795168067350758,75,2,0.6,8.0,-0.03805219353329292
-5.27572,4.59928,3.84511,-0.6567623919525396,0.5759460288877573,0.48677441625993584,8.14835e-05,0.00122949,0.999999,1.0616538698666593,75,2,0.6,8.0,-0.014295964105606629
-5.23062,4.59928,3.92311,-0.6552627665993352,0.5762545271045462,0.4884275040372941,8.14835e-05,0.00122949,0.999999,1.0597590754944808,75,2,0.6,8.0,-0.006030136728059965
-5.06352,4.59899,4.09961,-0.6421725492586634,0.5716264941923351,0.5107421738176804,8.14835e-05,0.00122949,0.999999,1.0339921693936553,75,2,0.6,8.0,-0.025243203545326942
-4.85712,4.59848,4.28801,-0.6137181733055737,0.576117644558665,0.5398504083379448,8.14835e-05,0.00122949,0.999999,0.9997551526029936,75,2,0.6,8.0,-0.05489693176356614
-5.61582,4.53929,3.33761,-0.7036138704067745,0.566024866065763,0.429585116556002,8.14835e-05,0.00122949,0.999999,1.1260561134360212,75,2,0.6,8.0,-0.04498721002913797
-5.53112,4.53918,3.48761,-0.691597899905625,0.5685972894456691,0.4454093255435578,8.14835e-05,0.00122949,0.999999,1.1084473146225349,75,2,0.6,8.0,-0.04004604040324811
-5.35982,4.53898,3.75261,-0.6702914763033447,0.5680092288771562,0.4775718298910238,8.14835e-05,0.00122949,0.999999,1.0721749684832824,75,2,0.6,8.0,-0.03682904334586112
-5.01902,4.53849,4.22771,-0.6342210682242643,0.5584410839450002,0.5347029010420704,8.14835e-05,0.00122949,0.999999,1.005889152165452,75,2,0.6,8.0,-0.021153900180803653
-4.93402,4.53839,4.37121,-0.6214728412530887,0.5605072179921508,0.547360179555942,8.14835e-05,0.00122949,0.999999,0.9908270204685578,75,2,0.6,8.0,0.003062789744936012
-4.85102,4.53818,4.43731,-0.6088599667330656,0.5657431166019026,0.5560793710679944,8.14835e-05,0.00122949,0.999999,0.9803583376392003,75,2,0.6,8.0,-0.011433621174572473
-4.81152,4.53808,4.46911,-0.6043058679524672,0.5651296747423962,0.5616430082212088,8.14835e-05,0.00122949,0.999999,0.9736461025811277,75,2,0.6,8.0,-0.01765454337511141
-4.68812,4.53788,4.57431,-0.5857610471513619,0.5664202193769583,0.5797000351225609,8.14835e-05,0.00122949,0.999999,0.9516400405812844,75,2,0.6,8.0,-0.03161647478611851
-6.37032,3.28808,3.43641,-0.8001280361593464,0.4164750874820902,0.43167537254118743,8.14835e-05,0.00122949,0.999999,1.123951951891398,75,2,0.6,8.0,-0.05007165586380857
-6.28422,3.28798,3.57521,-0.7916669233933886,0.41764471400709036,0.44591072566914336,8.14835e-05,0.00122949,0.999999,1.108103543746208,75,2,0.6,8.0,-0.05743366203970535
-6.15092,3.28788,3.84231,-0.7649607065138455,0.4191617162616032,0.4890179680854943,8.14835e-05,0.00122949,0.999999,1.0593137502592995,75,2,0.6,8.0,-0.037128791892964585
-6.11122,3.28778,3.90551,-0.7574362351084136,0.42128674624906837,0.4988064025046841,8.14835e-05,0.00122949,0.999999,1.0480491954165463,75,2,0.6,8.0,-0.036990796382312396
-5.97832,3.28768,4.12131,-0.7467398132670615,0.41748236226485647,0.5177722747305316,8.14835e-05,0.00122949,0.999999,1.0260229035970394,75,2,0.6,8.0,-0.029156511328301882
-5.89142,3.28749,4.25291,-0.73568668595331,0.4127347191208938,0.5370429701087548,8.14835e-05,0.00122949,0.999999,1.0033384760539232,75,2,0.6,8.0,-0.024809495403887105
-5.84912,3.28739,4.28541,-0.7303270495081869,0.4084469446032485,0.5475340119124447,8.14835e-05,0.00122949,0.999999,0.9908533140494351,75,2,0.6,8.0,-0.03860083561940719
-5.72682,3.28718,4.41581,-0.7209521962663115,0.41364070654652,0.5559939717177496,8.14835e-05,0.00122949,0.999999,0.9806972210792705,75,2,0.6,8.0,-0.05636118514317179
-5.42852,3.28678,4.83951,-0.6795801611708565,0.41752247662200304,0.6031963080610007,8.14835e-05,0.00122949,0.999999,0.9227200833596763,75,2,0.6,8.0,-0.019235049263761184
-4.93352,3.28579,5.34321,-0.6133585941756353,0.4122985511949796,0.6736476375920939,8.14835e-05,0.00122949,0.999999,0.8310452555932547,75,2,0.6,8.0,-0.01965360284404749
-4.81182,3.28548,5.42561,-0.5953887207057305,0.4196247781312311,0.6851476606066089,8.14835e-05,0.00122949,0.999999,0.8153487592640009,75,2,0.6,8.0,-0.0385155646135944
-4.77262,3.28538,5.45081,-0.5944442645739271,0.4188206555686445,0.6864585018660735,8.14835e-05,0.00122949,0.999999,0.8135477913644658,75,2,0.6,8.0,-0.04494166803913391
-4.75362,5.07628,3.88611,-0.5983417961100294,0.637929472801819,0.4848021068009271,8.14835e-05,0.00122949,0.999999,1.063818642499327,75,2,0.6,8.0,-0.033358758240709996
-4.96762,5.07659,3.55671,-0.6247669976506509,0.635866000303436,0.45314526181424697,8.14835e-05,0.00122949,0.999999,1.0996861543046768,75,2,0.6,8.0,-0.05649947966263369
-6.45532,3.22808,3.39631,-0.8027050118781961,0.4109682054682581,0.4321687147397699,8.14835e-05,0.00122949,0.999999,1.123412568583711,75,2,0.6,8.0,-0.023372993244574758
-6.18982,3.22779,3.83591,-0.7697896602739899,0.40905213902908766,0.4900002311131937,8.14835e-05,0.00122949,0.999999,1.0582016860054562,75,2,0.6,8.0,-0.034655974498025266
-5.76552,3.22708,4.42301,-0.7239005993399353,0.4047401954638978,0.5587068072353586,8.14835e-05,0.00122949,0.999999,0.9774421363607179,75,2,0.6,8.0,-0.04900737914441322
-5.63572,3.22699,4.61501,-0.707160333550549,0.4058857624448456,0.5789481932757392,8.14835e-05,0.00122949,0.999999,0.952817280454398,75,2,0.6,8.0,-0.03299794912791576
-6.23122,3.16858,3.82951,-0.7764511113393907,0.4011049332297015,0.4860437266734566,8.14835e-05,0.00122949,0.999999,1.062747727368621,75,2,0.6,8.0,-0.0292316088786011
-5.80362,3.16799,4.43241,-0.7257622430794004,0.40132049324333685,0.5587584703816867,8.14835e-05,0.00122949,0.999999,0.9773850750257258,75,2,0.6,8.0,-0.03982260545658445
-5.76102,3.16788,4.47321,-0.7238511009897064,0.398081987234982,0.5635337745291202,8.14835e-05,0.00122949,0.999999,0.971618392313005,75,2,0.6,8.0,-0.04799252773867124
-5.59392,3.16758,4.69561,-0.7036562847648343,0.3956089950308151,0.5902214465449886,8.14835e-05,0.00122949,0.999999,0.938932125219507,75,2,0.6,8.0,-0.039204983489399936
-5.42502,3.16738,4.91921,-0.6809645410190049,0.3990496315580133,0.6140412733914471,8.14835e-05,0.00122949,0.999999,0.9090747848588895,75,2,0.6,8.0,-0.021167686377912
-5.34182,3.16719,5.01591,-0.6671811062832985,0.40143440301819805,0.6274709487235379,8.14835e-05,0.00122949,0.999999,0.8919318488873752,75,2,0.6,8.0,-0.017175528887034552
-4.97352,3.16639,5.31131,-0.6204421120322355,0.400398297869741,0.6743387788641501,8.14835e-05,0.00122949,0.999999,0.8301297646827296,75,2,0.6,8.0,-0.06451383098678765
-4.68682,3.16588,5.60571,-0.5830644083068907,0.4022305304442011,0.7058657777115364,8.14835e-05,0.00122949,0.999999,0.7865211412328574,75,2,0.6,8.0,-0.036768087585292264
-4.71462,4.17948,4.87771,-0.5872989482089825,0.5207592604046156,0.6195883618463636,8.14835e-05,0.00122949,0.999999,0.9018237985585608,75,2,0.6,8.0,-0.03207996658475487
-5.17342,4.18029,4.37571,-0.6548574231267424,0.5150504511670451,0.5530685202833606,8.14835e-05,0.00122949,0.999999,0.9840577856225304,75,2,0.6,8.0,-0.03847144170166317
-5.34262,4.18058,4.12411,-0.6707043922849129,0.526415831360385,0.5225342004719694,8.14835e-05,0.00122949,0.999999,1.0202811321697678,75,2,0.6,8.0,-0.06091183492083818
-5.46662,4.18078,3.99661,-0.6833299975138233,0.5244166975508606,0.507983505468049,8.14835e-05,0.00122949,0.999999,1.037270611487043,75,2,0.6,8.0,-0.04162408999801048
-6.44532,3.10939,3.57061,-0.803627651200695,0.3935799013231517,0.4464050397342219,8.14835e-05,0.00122949,0.999999,1.1075852338124648,75,2,0.6,8.0,-0.002518405985544092
-6.10332,3.10878,4.02831,-0.7635929395690456,0.3937610435824383,0.511740230192207,8.14835e-05,0.00122949,0.999999,1.0330965092239568,75,2,0.6,8.0,-0.053786463547559116
-5.21742,3.10739,5.14331,-0.6502557277793461,0.39065214891542155,0.6515814508086583,8.14835e-05,0.00122949,0.999999,0.860566198789237,75,2,0.6,8.0,-0.04192348462268214
-5.09382,3.10708,5.26521,-0.6343097923836767,0.3893148193389219,0.6678959939461229,8.14835e-05,0.00122949,0.999999,0.8388449775931427,75,2,0.6,8.0,-0.042400822930323656
-4.88802,3.10669,5.46451,-0.6120961040965148,0.39164882066493734,0.686985851835125,8.14835e-05,0.00122949,0.999999,0.81286987464332,75,2,0.6,8.0,-0.03726605890916357
-4.68562,3.10628,5.62171,-0.5846063904345038,0.3962747302892488,0.7079560059758824,8.14835e-05,0.00122949,0.999999,0.783574614353349,75,2,0.6,8.0,-0.049677141970899896
-6.22432,3.04879,3.95911,-0.7739095151343082,0.3865119323061592,0.5016698003363758,8.14835e-05,0.00122949,0.999999,1.0447922873113358,75,2,0.6,8.0,-0.018030824502013765
-6.09562,3.04859,4.14071,-0.7613990989334417,0.3816341830157151,0.5240484352588707,8.14835e-05,0.00122949,0.999999,1.0187211850582278,75,2,0.6,8.0,-0.025292263875747345
-5.50862,3.04758,4.85481,-0.6992884791072407,0.37664412539483655,0.6075646679929972,8.14835e-05,0.00122949,0.999999,0.9172946642484843,75,2,0.6,8.0,-0.0500428745244168
-5.37982,3.04738,5.01661,-0.6763348636069488,0.38241432746920145,0.6295478015338057,8.14835e-05,0.00122949,0.999999,0.8892915459818135,75,2,0.6,8.0,-0.037879428889563194
-5.17472,3.04699,5.22021,-0.6459338983772276,0.3815905807117736,0.6611792704246322,8.14835e-05,0.00122949,0.999999,0.8478520999678328,75,2,0.6,8.0,-0.043086805638759884
-5.05082,3.04679,5.37371,-0.6286982860177341,0.3793743491792332,0.6788325038941468,8.14835e-05,0.00122949,0.999999,0.8240599230916287,75,2,0.6,8.0,-0.0206221332362011
-4.76492,3.04618,5.60101,-0.5925978210141243,0.3881743359363359,0.7057963640099717,8.14835e-05,0.00122949,0.999999,0.7866446996152122,75,2,0.6,8.0,-0.04041532371820278
-6.67582,2.15528,3.76121,-0.835331004662096,0.2664253682080728,0.48087382526542866,8.14835e-05,0.00122949,0.999999,1.068849692004146,75,2,0.6,8.0,-0.04019439842278594
-6.63002,2.15528,3.86421,-0.8287548653373787,0.2639114594697541,0.49347351979631854,8.14835e-05,0.00122949,0.999999,1.0544224119402248,75,2,0.6,8.0,-0.02914584232655848
-5.85962,2.15409,4.95631,-0.7325865580494068,0.27527112957938643,0.6225293086959134,8.14835e-05,0.00122949,0.999999,0.8984701851454049,75,2,0.6,8.0,-0.028785595117893692
-5.68992,2.15388,5.15861,-0.7117267431518524,0.28026367079553605,0.6441252346513593,8.14835e-05,0.00122949,0.999999,0.870543115673085,75,2,0.6,8.0,-0.023431452504153683
-5.64992,2.15378,5.20101,-0.7039479041320473,0.27820701532561076,0.6534969050360631,8.14835e-05,0.00122949,0.999999,0.8582256721477507,75,2,0.6,8.0,-0.024357749064969347
-5.60802,2.15368,5.24481,-0.6994458110625873,0.2747674702030618,0.6597563146383739,8.14835e-05,0.00122949,0.999999,0.8499287879614841,75,2,0.6,8.0,-0.025273810412046238
-5.40342,2.15319,5.40951,-0.6734410623375532,0.2722016211801061,0.6873015444363484,8.14835e-05,0.00122949,0.999999,0.8126442647881914,75,2,0.6,8.0,-0.05670261713688607
-6.88472,1.79608,3.62551,-0.8577355728694661,0.23236768213134773,0.45857927050314157,8.14835e-05,0.00122949,0.999999,1.0941580674976725,75,2,0.6,8.0,-0.014413258570163734
-6.83952,1.79589,3.64761,-0.8499807683297259,0.2339742500534645,0.47200502516554604,8.14835e-05,0.00122949,0.999999,1.0789852630980743,75,2,0.6,8.0,-0.043285009842315425
-6.27612,1.79528,4.55631,-0.7840806436653823,0.2279186410299874,0.5772959702789578,8.14835e-05,0.00122949,0.999999,0.955118689241714,75,2,0.6,8.0,-0.0393044682703767
-6.23222,1.79518,4.63261,-0.7789566762100418,0.2275882989558572,0.5843201714524181,8.14835e-05,0.00122949,0.999999,0.9464881703582989,75,2,0.6,8.0,-0.02978590168996753
-5.93602,1.79468,5.01301,-0.7447925820124225,0.22185336684541662,0.6293370268771908,8.14835e-05,0.00122949,0.999999,0.8898241983256109,75,2,0.6,8.0,-0.02582424303928388
-5.52012,1.79399,5.45211,-0.6868940778957371,0.2249925441772598,0.6910534572783851,8.14835e-05,0.00122949,0.999999,0.8075462318074765,75,2,0.6,8.0,-0.0366069802753044
-5.02712,1.79288,5.89911,-0.6319498153295123,0.23056272534130032,0.7399190905688184,8.14835e-05,0.00122949,0.999999,0.7375021697641496,75,2,0.6,8.0,-0.04475940144485602
-4.66632,1.79209,6.17851,-0.5827020657708063,0.22443843356200366,0.7810798244012382,8.14835e-05,0.00122949,0.999999,0.6740380725751345,75,2,0.6,8.0,-0.05266618729274697
-5.19742,2.15288,5.63811,-0.6473992113954905,0.2683652173421091,0.713340291309428,8.14835e-05,0.00122949,0.999999,0.7761484847183285,75,2,0.6,8.0,-0.03530594919679242
-4.70902,2.15178,6.05201,-0.589261870958488,0.2749343793293293,0.7597246438659856,8.14835e-05,0.00122949,0.999999,0.7074615456386092,75,2,0.6,8.0,-0.035588435490039316
-4.66872,2.15168,6.08021,-0.5867196418145474,0.2735416805493922,0.7621909281218345,8.14835e-05,0.00122949,0.999999,0.7036605791057842,75,2,0.6,8.0,-0.0378629184809931
-6.12732,3.64638,3.49631,-0.7722833323370737,0.4566726209958918,0.44162039335507086,8.14835e-05,0.00122949,0.999999,1.1128370326013561,75,2,0.6,8.0,-0.05869525185564939
